        "Cancer Sites"	"Cancer Sites Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	30
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	25
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	308
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	72
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	63
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	1058
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	31
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	238
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	150
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	124
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	1604
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	55
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	27
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	27
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	368
	"Endocrine System"	"32010-32020"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	73
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	76
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	1013
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	23
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	16
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	211
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	21
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	144
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	156
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	1618
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	58
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	30
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	23
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	358
	"Endocrine System"	"32010-32020"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	76
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	67
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	1078
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	47
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	25
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	16
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	227
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	22
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	127
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	125
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	1690
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	51
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	37
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	26
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	389
	"Endocrine System"	"32010-32020"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	89
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	68
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	1055
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	43
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	236
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	27
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	137
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	147
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	1686
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	56
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	33
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	25
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	387
	"Endocrine System"	"32010-32020"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Thyroid"	"32010"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Thyroid"	"32010"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	54
	"Thyroid"	"32010"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	56
	"Thyroid"	"32010"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	865
	"Thyroid"	"32010"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Thyroid"	"32010"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Thyroid"	"32010"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Thyroid"	"32010"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Thyroid"	"32010"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	181
	"Thyroid"	"32010"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Thyroid"	"32010"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Thyroid"	"32010"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	112
	"Thyroid"	"32010"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	123
	"Thyroid"	"32010"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	1565
	"Thyroid"	"32010"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	43
	"Thyroid"	"32010"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Thyroid"	"32010"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	19
	"Thyroid"	"32010"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	17
	"Thyroid"	"32010"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	276
	"Thyroid"	"32010"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Thyroid"	"32010"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Thyroid"	"32010"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	58
	"Thyroid"	"32010"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	62
	"Thyroid"	"32010"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	962
	"Thyroid"	"32010"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	23
	"Thyroid"	"32010"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Thyroid"	"32010"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	16
	"Thyroid"	"32010"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Thyroid"	"32010"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	187
	"Thyroid"	"32010"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Thyroid"	"32010"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	20
	"Thyroid"	"32010"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	139
	"Thyroid"	"32010"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	127
	"Thyroid"	"32010"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	1559
	"Thyroid"	"32010"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	52
	"Thyroid"	"32010"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Thyroid"	"32010"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	29
	"Thyroid"	"32010"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	20
	"Thyroid"	"32010"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	290
	"Thyroid"	"32010"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Thyroid"	"32010"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Thyroid"	"32010"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	71
	"Thyroid"	"32010"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	58
	"Thyroid"	"32010"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	1040
	"Thyroid"	"32010"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	31
	"Thyroid"	"32010"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Thyroid"	"32010"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Thyroid"	"32010"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Thyroid"	"32010"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	218
	"Thyroid"	"32010"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Thyroid"	"32010"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Thyroid"	"32010"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	150
	"Thyroid"	"32010"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	121
	"Thyroid"	"32010"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	1595
	"Thyroid"	"32010"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	53
	"Thyroid"	"32010"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Thyroid"	"32010"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	26
	"Thyroid"	"32010"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	22
	"Thyroid"	"32010"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	350
	"Thyroid"	"32010"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Thyroid"	"32010"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Thyroid"	"32010"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	73
	"Thyroid"	"32010"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	71
	"Thyroid"	"32010"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	1001
	"Thyroid"	"32010"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	23
	"Thyroid"	"32010"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Thyroid"	"32010"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	16
	"Thyroid"	"32010"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Thyroid"	"32010"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	195
	"Thyroid"	"32010"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Thyroid"	"32010"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	21
	"Thyroid"	"32010"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	143
	"Thyroid"	"32010"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	145
	"Thyroid"	"32010"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	1595
	"Thyroid"	"32010"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	58
	"Thyroid"	"32010"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Thyroid"	"32010"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	30
	"Thyroid"	"32010"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	19
	"Thyroid"	"32010"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	334
	"Thyroid"	"32010"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Thyroid"	"32010"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Thyroid"	"32010"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	73
	"Thyroid"	"32010"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	63
	"Thyroid"	"32010"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	1064
	"Thyroid"	"32010"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	46
	"Thyroid"	"32010"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Thyroid"	"32010"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	19
	"Thyroid"	"32010"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Thyroid"	"32010"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	204
	"Thyroid"	"32010"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Thyroid"	"32010"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	22
	"Thyroid"	"32010"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	126
	"Thyroid"	"32010"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	120
	"Thyroid"	"32010"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	1669
	"Thyroid"	"32010"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	50
	"Thyroid"	"32010"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
