	"Cancer Sites"	"Cancer Sites Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count	Population	Crude Rate
	"Other Lymphocytic Leukemia"	"35013"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	758250	0.00
	"Other Lymphocytic Leukemia"	"35013"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	0	1954931	0.00
	"Other Lymphocytic Leukemia"	"35013"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	Suppressed	8728699	Suppressed
	"Other Lymphocytic Leukemia"	"35013"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Other Lymphocytic Leukemia"	"35013"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	175082	0.00
	"Other Lymphocytic Leukemia"	"35013"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	861557	0.00
	"Other Lymphocytic Leukemia"	"35013"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	1767592	Suppressed
	"Other Lymphocytic Leukemia"	"35013"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	Suppressed	8218027	Suppressed
	"Other Lymphocytic Leukemia"	"35013"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Other Lymphocytic Leukemia"	"35013"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	191395	0.00
	"Other Lymphocytic Leukemia"	"35013"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	831042	Suppressed
	"Other Lymphocytic Leukemia"	"35013"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	0	1727399	0.00
	"Other Lymphocytic Leukemia"	"35013"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	Suppressed	8629074	Suppressed
	"Other Lymphocytic Leukemia"	"35013"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	174104	0.00
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	659089	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	1729210	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	Suppressed	8068476	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Suppressed	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	190981	0.00
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	675384	0.00
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	0	1694914	0.00
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	Suppressed	8512391	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	164345	0.00
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	753885	0.00
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	1574098	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	Suppressed	7990881	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed	176402	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	695648	0.00
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	0	1460639	0.00
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	Suppressed	8329334	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	179574	0.00
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	685056	0.00
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	1802545	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	Suppressed	8192397	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	195917	0.00
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	701969	0.00
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	0	1785843	0.00
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	Suppressed	8625852	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	165397	0.00
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	770496	0.00
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	0	1588857	0.00
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	Suppressed	8012850	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	178562	0.00
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	720044	0.00
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	0	1488070	0.00
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	Suppressed	8363715	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	185609	0.00
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	704395	0.00
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	1865524	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	Suppressed	8294123	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	201645	0.00
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	725391	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	0	1873092	0.00
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	Suppressed	8749568	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	166441	0.00
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	783164	0.00
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	1607122	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	Suppressed	8008879	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	180356	0.00
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	740179	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	0	1522044	0.00
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	Suppressed	8384889	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	189687	0.00
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	715732	0.00
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	0	1906528	0.00
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	Suppressed	8327632	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	204438	0.00
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	740774	0.00
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	1937758	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	Suppressed	8803235	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	167764	0.00
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	801076	0.00
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	0	1638249	0.00
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	Suppressed	8031834	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	182631	0.00
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	764751	0.00
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	0	1568287	0.00
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	Suppressed	8421544	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	192436	0.00
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	723705	0.00
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	0	1918919	0.00
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	Suppressed	8324411	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	205137	0.00
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	751654	0.00
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	0	1967515	0.00
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	Suppressed	8808541	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	170689	0.00
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	830936	0.00
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	1697158	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	Suppressed	8112408	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	186463	0.00
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	796837	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	1641795	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	Suppressed	8519885	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	191744	0.00
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	730700	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	1892436	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	Suppressed	8233212	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	203054	0.00
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	758250	0.00
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	1954931	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	Suppressed	8728699	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	175082	0.00
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	861557	0.00
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	0	1767592	0.00
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	Suppressed	8218027	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	191395	0.00
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	831042	0.00
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	1727399	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	Suppressed	8629074	Suppressed
	"Acute Monocytic Leukemia"	"35031"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	174104	0.00
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	659089	0.00
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	0	1729210	0.00
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	Suppressed	8068476	Suppressed
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Suppressed	Not Applicable	Not Applicable
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed	190981	Suppressed
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	675384	0.00
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	1694914	Suppressed
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	Suppressed	8512391	Suppressed
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed	Not Applicable	Not Applicable
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0	164345	0.00
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0	753885	0.00
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	0	1574098	0.00
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	Suppressed	7990881	Suppressed
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0	Not Applicable	Not Applicable
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0	176402	0.00
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0	695648	0.00
	"Other Acute Leukemia"	"35041"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	0	1460639	0.00
